id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
7896,magician,noun,2000,マジシャン,魔術師,
7897,magistrate,noun,2600,治安判事,長官,
7898,magnet,noun,1400,磁石,,
7899,magnetic,adjective,2000,磁気の,魅力的な,
7900,maid,noun,700,メイド,家政婦,
7901,maiden,noun,1800,乙女,未婚の女性,
7902,mainland,noun,2000,本土,大陸,
7903,mainstream,noun,2600,主流,メインストリーム,
7904,maize,noun,1200,トウモロコシ,,
7905,makeup,noun,1400,化粧,メイクアップ,
7906,malaria,noun,1800,マラリア,,
7907,male,adjective,700,男性の,オスの,
7908,mall,noun,700,ショッピングモール,商店街,
7909,mane,noun,700,たてがみ,,
7910,mango,noun,1200,マンゴー,,
7911,mansion,noun,1800,大邸宅,マンション,
7912,manually,adverb,2200,手動で,手作業で,
7913,manure,noun,1600,肥料,堆肥,
7914,maple,noun,1200,カエデ,メープル,
7915,marathon,noun,1800,マラソン,,
7916,marble,noun,1400,大理石,ビー玉,
7917,mare,noun,700,雌馬,めうま,
7918,marine,adjective,1400,海の,海洋の,
7919,marker,noun,1400,マーカー,目印,
7920,marketing,noun,2400,マーケティング,販売,
7921,marketplace,noun,2900,市場,,
7922,marvelous,adjective,2400,素晴らしい,驚くべき,
7923,masculine,adjective,2400,男性的な,男らしい,
7924,mast,noun,700,マスト,帆柱,
7925,masterpiece,noun,2900,傑作,名作,
7926,mat,noun,600,マット,敷物,
7927,mathematician,noun,2900,数学者,,
7928,maths,noun,1200,数学,,
7929,mattress,noun,2000,マットレス,,
7930,maturity,noun,2200,成熟,満期,
7931,mayor,noun,1200,市長,,
7932,maze,noun,700,迷路,,
7933,meadow,noun,1600,牧草地,草原,
7934,meantime,noun,2000,その間,,
7935,measurable,adjective,2700,測定可能な,,
7936,mechanical,adjective,2700,機械的な,機械の,
7937,mechanics,noun,2600,力学,機械学,
7938,medieval,adjective,2000,中世の,,
7939,Mediterranean,adjective,2900,地中海の,,
7940,medium,noun,1400,中間,媒体,メディア
7941,meek,adjective,700,おとなしい,従順な,
7942,melon,noun,1200,メロン,,
7943,membership,noun,2600,会員,メンバーシップ,
7944,membrane,noun,2200,膜,,
7945,memo,noun,700,メモ,覚書,
7946,memoir,noun,1600,回想録,伝記,
7947,memorable,adjective,2400,忘れられない,記念すべき,
7948,mentally,adverb,2000,精神的に,心の中で,
7949,menu,noun,700,メニュー,献立,
7950,mercury,noun,1800,水銀,,
7951,metabolism,noun,2600,代謝,新陳代謝,
7952,metallic,adjective,2000,金属の,金属性の,
7953,metaphor,noun,2000,隠喩,メタファー,
7954,meteor,noun,1600,流星,隕石,
7955,methodology,noun,2900,方法論,,
7956,metric,adjective,1400,メートル法の,,
7957,Mexican,adjective,1600,メキシコの,メキシコ人,
7958,microphone,noun,2600,マイクロフォン,マイク,
7959,microscope,noun,2600,顕微鏡,,
7960,microwave,noun,2200,電子レンジ,マイクロ波,
7961,midst,noun,1200,真ん中,ただ中,
7962,midway,adverb,1400,中間で,途中で,
7963,mildly,adverb,1400,穏やかに,わずかに,
7964,milestone,noun,2400,マイルストーン,画期的な出来事,
7965,miller,noun,1600,粉屋,,
7966,millimeter,noun,2600,ミリメートル,,
7967,minded,adjective,1400,〜の心を持った,〜志向の,
7968,miniature,noun,2400,ミニチュア,縮小模型,
7969,ministerial,adjective,2900,大臣の,閣僚の,
7970,mink,noun,700,ミンク,,
7971,minus,preposition,1000,マイナス,引く,
7972,miracle,noun,1600,奇跡,,
7973,miraculous,adjective,2700,奇跡的な,,
7974,mischief,noun,2200,いたずら,悪さ,
7975,miserable,adjective,2400,みじめな,不幸な,
7976,missile,noun,2000,ミサイル,,
7977,missionary,noun,2600,宣教師,,
7978,mistress,noun,2200,愛人,女主人,
7979,misunderstand,verb,2900,誤解する,,
7980,misunderstanding,noun,2900,誤解,,
7981,mobile,adjective,1400,可動の,モバイルの,移動できる
7982,modal,adjective,1200,様相の,法助動詞の,
7983,modernize,verb,2200,近代化する,,
7984,modest,adjective,1400,控えめな,謙虚な,
7985,module,noun,1600,モジュール,単位,
7986,moist,adjective,1200,湿った,湿気のある,
7987,moisture,noun,2000,湿気,水分,
7988,mold,noun,700,型,カビ,
7989,mole,noun,700,モグラ,ほくろ,
7990,molecule,noun,2000,分子,,
7991,monastery,noun,2400,修道院,,
7992,monk,noun,700,修道士,僧,
7993,monkey,noun,1400,サル,,
7994,monster,noun,1600,怪物,モンスター,
7995,monthly,adjective,1600,毎月の,月刊の,
7996,mop,noun,600,モップ,,
7997,morale,noun,1600,士気,,
7998,mortality,noun,2400,死亡率,死,
7999,mortar,noun,1600,モルタル,乳鉢,
8000,mosque,noun,1600,モスク,,
8001,mosquito,noun,1800,蚊,,
8002,moss,noun,700,コケ,,
8003,moth,noun,700,ガ,,
8004,motherhood,noun,2600,母であること,,
8005,motif,noun,1400,モチーフ,主題,
8006,mould,noun,1200,型,カビ,
8007,mound,noun,1200,塚,盛り土,
8008,mounting,adjective,2000,増大する,高まる,
8009,mourning,noun,2000,喪,哀悼,
8010,moustache,noun,2400,口ひげ,,
8011,mouthful,noun,2000,一口,,
8012,movable,adjective,1800,動かせる,可動の,
8013,muddy,adjective,1200,泥だらけの,濁った,
8014,mug,noun,600,マグカップ,,
8015,mule,noun,700,ラバ,,
8016,multimedia,noun,2600,マルチメディア,,
8017,multinational,adjective,2900,多国籍の,,
8018,multiple,adjective,2200,多数の,複数の,
8019,mummy,noun,1200,ミイラ,ママ,
8020,munch,verb,1200,むしゃむしゃ食べる,,
8021,municipality,noun,2900,自治体,市,
8022,mushroom,noun,1800,キノコ,,
8023,Muslim,noun,1600,イスラム教徒,,
8024,mussel,noun,1600,ムール貝,,
8025,mustard,noun,1600,マスタード,からし,
8026,mutton,noun,1600,羊肉,マトン,
8027,mythology,noun,2400,神話,神話学,
8028,nag,verb,600,口やかましく言う,がみがみ言う,
8029,naked,adjective,1200,裸の,むき出しの,
8030,namely,adverb,1400,すなわち,,
8031,nap,noun,600,昼寝,うたた寝,
8032,narrator,noun,2000,語り手,ナレーター,
8033,naval,adjective,1200,海軍の,,
8034,navigation,noun,2600,航海,ナビゲーション,
8035,nearby,adjective,1400,近くの,,
8036,neat,adjective,700,きちんとした,整頓された,
8037,necessarily,adverb,2900,必ずしも,必然的に,
8038,needless,adjective,2000,不必要な,,
8039,needy,adjective,1200,貧しい,困窮した,
8040,Negro,noun,1200,黒人,,
8041,neighboring,adjective,2900,隣接した,近隣の,
8042,nephew,noun,1400,甥,,
8043,nest,noun,700,巣,,
8044,neural,adjective,1400,神経の,,
8045,neutrality,noun,2600,中立,,
8046,neutron,noun,1800,中性子,,
8047,newcomer,noun,2000,新入り,新参者,
8048,newly,adverb,1000,新しく,最近,
8049,newsletter,noun,2600,ニュースレター,会報,
8050,newsstand,noun,2400,売店,新聞スタンド,
8051,nibble,verb,1400,かじる,少しずつ食べる,
8052,nickel,noun,1600,ニッケル,5セント硬貨,
8053,niece,noun,1200,姪,めい,
8054,nil,noun,600,ゼロ,無,
8055,nineteen,number,1400,19,19の,
8056,ninety,number,1400,90,90の,
8057,nitrogen,noun,2000,窒素,,
8058,nominal,adjective,1800,名ばかりの,名目上の,
8059,nomination,noun,2600,指名,ノミネート,
8060,nonprofit,adjective,2400,非営利の,,
8061,nonsense,noun,2000,ナンセンス,ばかげたこと,
8062,norm,noun,700,規範,標準,
8063,notably,adverb,1800,特に,著しく,
8064,notation,noun,2000,記法,表記,
8065,notorious,adjective,2400,悪名高い,,
8066,notwithstanding,preposition,2900,にもかかわらず,,
8067,nought,noun,1600,ゼロ,無,
8068,noun,noun,700,名詞,,
8069,nourishment,noun,2900,栄養,食物,
8070,novelty,noun,2000,新しさ,新奇性,
8071,nowadays,adverb,2000,今日では,最近,
8072,nude,adjective,700,裸の,ヌードの,
8073,nuisance,noun,2000,迷惑,厄介なもの,
8074,numb,adjective,700,しびれた,麻痺した,
8075,numerical,adjective,2400,数の,数値の,
8076,numerous,adjective,2000,多数の,非常に多くの,
8077,nun,noun,600,修道女,尼,
8078,nursery,noun,1800,保育園,苗床,
8079,nursing,noun,1800,看護,授乳,
8080,nutrition,noun,2400,栄養,栄養摂取,
8081,nutritious,adjective,2700,栄養のある,,
8082,nylon,noun,1200,ナイロン,,
8083,oak,noun,600,オークの木,樫の木,
8084,oasis,noun,1200,オアシス,,
8085,oath,noun,800,誓い,宣誓,
8086,oats,noun,700,エン麦,オート麦,
8087,obedient,adjective,2000,従順な,素直な,
8088,obesity,noun,2000,肥満,,
8089,obey,verb,700,従う,服従する,
8090,obituary,noun,2000,死亡記事,,
8091,o'clock,adverb,1600,〜時,,
8092,octopus,noun,1600,タコ,,
8093,odor,noun,700,臭い,匂い,
8094,odour,noun,1200,臭い,匂い,
8095,oh,other,280,ああ,おお,
8096,okay,adjective,700,OK,大丈夫,
8097,oldfashioned,adjective,2900,古風な,時代遅れの,
8098,olive,noun,1200,オリーブ,,
8099,omen,noun,800,前兆,兆し,
8100,omit,verb,700,省略する,怠る,
8101,online,adjective,1400,オンラインの,インターネット上の,
8102,onset,noun,1200,始まり,発症,
8103,onward,adverb,1400,前方へ,前進して,
8104,openly,adverb,1400,公然と,あからさまに,
8105,opera,noun,1200,オペラ,歌劇,
8106,operational,adjective,2900,運用上の,操作の,
8107,operative,adjective,2400,有効な,手術の,
8108,opposing,adjective,2000,反対の,対立する,
8109,oppression,noun,2600,抑圧,圧制,
8110,optical,adjective,1800,視覚の,光学の,
8111,optimal,adjective,1800,最適の,,
8112,optimism,noun,2000,楽観主義,,
8113,optimum,adjective,1800,最適の,最良の,
8114,optional,adjective,2000,任意の,選択の,
8115,oracle,noun,1600,神託,神のお告げ,
8116,oral,adjective,700,口頭の,口の,
8117,orchard,noun,1800,果樹園,,
8118,orchid,noun,1600,蘭,,
8119,ore,noun,600,鉱石,,
8120,organism,noun,2200,生物,有機体,
8121,organismal,adjective,2700,生物の,,
8122,organizational,adjective,2900,組織の,,
8123,oriental,adjective,2000,東洋の,,
8124,orientation,noun,2900,方向づけ,適応,オリエンテーション
8125,originate,verb,2200,起源を持つ,始まる,
8126,ornamental,adjective,2700,装飾的な,,
8127,orphan,noun,1600,孤児,,
8128,ostrich,noun,1600,ダチョウ,,
8129,otter,noun,1200,カワウソ,,
8130,ouch,other,500,痛い,,
8131,ounce,noun,1200,オンス,,
8132,outcome,noun,1800,結果,成果,
8133,outcry,noun,1600,抗議,叫び,
8134,outdoor,adjective,1600,戸外の,屋外の,
8135,outer,adjective,1200,外側の,外部の,
8136,outgoing,adjective,2000,外向的な,社交的な,
8137,outing,noun,1600,遠足,外出,
8138,outlay,noun,1600,支出,経費,
8139,outnumber,verb,2200,数で上回る,,
8140,outright,adverb,2000,まったく,率直に,
8141,outset,noun,1600,最初,開始,
8142,outward,adjective,1800,外側の,外へ向かう,
8143,oval,adjective,700,楕円形の,,
8144,oven,noun,700,オーブン,かまど,
8145,overall,adjective,1600,全体的な,総合的な,
8146,overcoat,noun,2000,オーバーコート,外套,
8147,overhead,adverb,2000,頭上に,上方に,
8148,overhear,verb,2000,立ち聞きする,偶然聞く,
8149,overlap,verb,1800,重なる,重複する,
8150,overnight,adverb,2200,一晩中,夜通し,
8151,overseas,adverb,2000,海外へ,海外で,
8152,overtake,verb,2000,追い越す,追いつく,
8153,overtime,noun,2000,残業,超過勤務,
8154,overwhelming,adjective,2900,圧倒的な,,
8155,owe,verb,600,借りている,恩がある,
8156,owing,adjective,1200,支払うべき,原因で,
8157,owl,noun,600,フクロウ,,
8158,ox,noun,600,雄牛,,
8159,oxide,noun,1200,酸化物,,
8160,oxygen,noun,1600,酸素,,
8161,oyster,noun,1600,牡蠣,カキ,
8162,ozone,noun,1200,オゾン,,
8163,pacific,adjective,1600,平和な,太平洋の,
8164,packaging,noun,2400,包装,パッケージング,
8165,packet,noun,1400,小包,パケット,
8166,paddy,noun,1200,水田,田んぼ,
8167,pagan,noun,1200,異教徒,,
8168,painkiller,noun,2600,鎮痛剤,,
8169,painless,adjective,2000,痛みのない,無痛の,
8170,painstaking,adjective,2900,骨の折れる,入念な,
8171,pajamas,noun,1600,パジャマ,,
8172,pal,noun,600,仲間,友達,
8173,pale,adjective,700,青白い,薄い,
8174,palm,noun,700,手のひら,ヤシの木,
8175,panda,noun,1200,パンダ,,
8176,pane,noun,700,窓ガラス,,
8177,pang,noun,700,激痛,苦痛,
8178,papal,adjective,1200,ローマ法王の,,
8179,paperback,noun,2200,ペーパーバック,文庫本,
8180,paperwork,noun,2400,事務処理,書類仕事,
8181,parachute,noun,2400,パラシュート,,
8182,paradise,noun,1800,楽園,パラダイス,
8183,paradoxical,adjective,2900,逆説的な,,
8184,paralyze,verb,2000,麻痺させる,機能を停止させる,
8185,parenthesis,noun,2900,かっこ,,
8186,parking,noun,1600,駐車,パーキング,
8187,parrot,noun,1400,オウム,,
8188,parsley,noun,1600,パセリ,,
8189,partial,adjective,1800,部分的な,不公平な,
8190,participation,noun,2900,参加,,
8191,particle,noun,2000,粒子,小片,
8192,parttime,adjective,2000,パートタイムの,アルバイトの,
8193,passerby,noun,2000,通行人,,
8194,pasture,noun,1800,牧草地,放牧地,
8195,patriot,noun,1800,愛国者,,
8196,patriotic,adjective,2400,愛国的な,,
8197,patrol,verb,1400,パトロールする,巡回する,
8198,pattern,noun,1600,パターン,模様,型
8199,pavilion,noun,2000,パビリオン,仮設建物,
8200,paw,noun,600,足,前足,
8201,pawn,noun,700,ポーン,質,
8202,payable,adjective,1800,支払うべき,,
8203,payment,noun,1800,支払い,払込,
8204,payoff,noun,1600,報い,支払い,
8205,pea,noun,600,エンドウ豆,,
8206,peaceful,adjective,2000,平和な,穏やかな,
8207,peach,noun,1200,桃,ピーチ,
8208,peacock,noun,1600,クジャク,,
8209,peak,noun,700,頂上,ピーク,
8210,peanut,noun,1400,ピーナッツ,落花生,
8211,pear,noun,700,梨,,
8212,peasant,noun,1800,小作農,農民,
8213,pebble,noun,1400,小石,,
8214,peck,verb,700,つつく,,
8215,pedal,noun,1200,ペダル,,
8216,peel,verb,700,皮をむく,はがれる,
8217,peg,noun,600,くぎ,フック,
8218,pelican,noun,1600,ペリカン,,
8219,pence,noun,1200,ペンス,ペニーの複数形,
8220,pendulum,noun,2000,振り子,,
8221,penguin,noun,1600,ペンギン,,
8222,pensioner,noun,2400,年金受給者,,
8223,perch,verb,1200,止まる,,
8224,perennial,adjective,2400,多年生の,永続的な,
8225,perfection,noun,2600,完璧,完全,
8226,perfectly,adverb,2200,完全に,完璧に,
8227,performer,noun,2400,出演者,パフォーマー,
8228,perfume,noun,1600,香水,パフューム,
8229,peril,noun,1200,危険,危機,
8230,perish,verb,1400,滅びる,死ぬ,
8231,perjury,noun,1800,偽証,,
8232,permanence,noun,2600,永続,不変,
8233,perpendicular,adjective,2900,垂直の,,
8234,persecution,noun,2900,迫害,,
8235,personage,noun,2400,名士,著名人,
8236,personally,adverb,2900,個人的に,自ら,
8237,persuade,verb,2000,説得する,納得させる,
8238,persuasion,noun,2600,説得,信念,
8239,pertain,verb,1800,関係する,属する,
8240,pest,noun,700,害虫,厄介者,
8241,pester,verb,1400,悩ます,しつこくせがむ,
8242,petal,noun,1200,花びら,,
8243,petrol,noun,1600,ガソリン,,
8244,petroleum,noun,2400,石油,,
8245,phenomena,noun,2400,現象（複数）,,
8246,philosophical,adjective,2900,哲学的な,,
8247,photocopy,noun,2400,コピー,,
8248,photography,noun,2900,写真撮影,写真術,
8249,physicist,noun,2400,物理学者,,
8250,physics,noun,1800,物理学,,
8251,pianist,noun,1800,ピアニスト,,
8252,pickup,noun,1400,ピックアップ,拾うこと,
8253,picnic,noun,1400,ピクニック,,
8254,pictorial,adjective,2400,絵の,絵入りの,
8255,pie,noun,600,パイ,,
8256,piety,noun,2000,信心,敬虔,
8257,pigeon,noun,1400,ハト,,
8258,pilgrim,noun,1800,巡礼者,,
8259,pillar,noun,1400,柱,,
8260,pine,noun,700,松,パイン,
8261,pineapple,noun,2000,パイナップル,,
8262,pious,adjective,1200,敬虔な,信心深い,
8263,pipeline,noun,2200,パイプライン,送油管,
8264,pirate,noun,1800,海賊,,
8265,pistol,noun,1400,ピストル,,
8266,piston,noun,1400,ピストン,,
8267,pitcher,noun,1600,ピッチャー,水差し,
8268,pitfall,noun,1800,落とし穴,危険,
8269,pivot,noun,1200,軸,要点,
8270,pixel,noun,1200,ピクセル,画素,
8271,placard,noun,1800,プラカード,掲示,
8272,plaid,noun,1200,格子柄,,
8273,plaintiff,noun,2400,原告,,
8274,plank,noun,1200,厚板,,
8275,planner,noun,1800,計画者,プランナー,
8276,plantation,noun,2600,農園,プランテーション,
8277,plaster,noun,1800,石こう,しっくい,
8278,plateau,noun,1800,高原,台地,プラトー
